Sequence #,Month_Day_Year_Hours_Minutes_Seconds_msTicks,PGN,Processed PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
773,6_21_2015_16_11_37_24954957,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
774,6_21_2015_16_11_37_24955044,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5E7AFF7FFF7FFD
775,6_21_2015_16_11_37_24955051,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
776,6_21_2015_16_11_37_24955057,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
777,6_21_2015_16_11_38_24955145,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
778,6_21_2015_16_11_38_24955153,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
779,6_21_2015_16_11_38_24955160,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
780,6_21_2015_16_11_38_24955246,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
781,6_21_2015_16_11_38_24955253,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
782,6_21_2015_16_11_38_24955261,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
783,6_21_2015_16_11_38_24955277,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
784,6_21_2015_16_11_38_24955347,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
785,6_21_2015_16_11_38_24955354,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
786,6_21_2015_16_11_38_24955363,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
787,6_21_2015_16_11_38_24955447,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5E7AFF7FFF7FFD
788,6_21_2015_16_11_38_24955453,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
789,6_21_2015_16_11_38_24955460,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
790,6_21_2015_16_11_38_24955548,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
791,6_21_2015_16_11_38_24955555,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
792,6_21_2015_16_11_38_24955561,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
793,6_21_2015_16_11_38_24955648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
794,6_21_2015_16_11_38_24955656,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
795,6_21_2015_16_11_38_24955663,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
796,6_21_2015_16_11_38_24955748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
797,6_21_2015_16_11_38_24955763,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF5F7AFF7FFF7FFD
798,6_21_2015_16_11_38_24955772,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
799,6_21_2015_16_11_38_24955848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
800,6_21_2015_16_11_38_24955854,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF607AFF7FFF7FFD
801,6_21_2015_16_11_38_24955861,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
802,6_21_2015_16_11_38_24955906,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
803,6_21_2015_16_11_38_24955913,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
804,6_21_2015_16_11_38_24955948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
805,6_21_2015_16_11_38_24955955,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF607AFF7FFF7FFD
806,6_21_2015_16_11_38_24955964,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
807,6_21_2015_16_11_38_24956048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
808,6_21_2015_16_11_38_24956054,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF617AFF7FFF7FFD
809,6_21_2015_16_11_38_24956061,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
810,6_21_2015_16_11_39_24956148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
811,6_21_2015_16_11_39_24956155,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF617AFF7FFF7FFD
812,6_21_2015_16_11_39_24956161,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
813,6_21_2015_16_11_39_24956248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
814,6_21_2015_16_11_39_24956256,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF617AFF7FFF7FFD
815,6_21_2015_16_11_39_24956263,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
816,6_21_2015_16_11_39_24956277,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
817,6_21_2015_16_11_39_24956348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
818,6_21_2015_16_11_39_24956360,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF617AFF7FFF7FFD
819,6_21_2015_16_11_39_24956367,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
820,6_21_2015_16_11_39_24956448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
821,6_21_2015_16_11_39_24956455,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF627AFF7FFF7FFD
822,6_21_2015_16_11_39_24956464,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
823,6_21_2015_16_11_39_24956548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
824,6_21_2015_16_11_39_24956555,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF637AFF7FFF7FFD
825,6_21_2015_16_11_39_24956563,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
826,6_21_2015_16_11_39_24956648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
827,6_21_2015_16_11_39_24956656,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF637AFF7FFF7FFD
828,6_21_2015_16_11_39_24956662,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
829,6_21_2015_16_11_39_24956748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
830,6_21_2015_16_11_39_24956757,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF627AFF7FFF7FFD
831,6_21_2015_16_11_39_24956763,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
832,6_21_2015_16_11_39_24956848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
833,6_21_2015_16_11_39_24956857,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF627AFF7FFF7FFD
834,6_21_2015_16_11_39_24956866,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
835,6_21_2015_16_11_39_24956948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
836,6_21_2015_16_11_39_24956958,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF627AFF7FFF7FFD
837,6_21_2015_16_11_39_24956971,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
838,6_21_2015_16_11_39_24956988,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
839,6_21_2015_16_11_39_24956994,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
840,6_21_2015_16_11_39_24957048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
841,6_21_2015_16_11_39_24957059,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF637AFF7FFF7FFD
842,6_21_2015_16_11_39_24957067,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
843,6_21_2015_16_11_40_24957148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
844,6_21_2015_16_11_40_24957159,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF637AFF7FFF7FFD
845,6_21_2015_16_11_40_24957168,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
846,6_21_2015_16_11_40_24957248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
847,6_21_2015_16_11_40_24957260,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF637AFF7FFF7FFD
848,6_21_2015_16_11_40_24957266,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
849,6_21_2015_16_11_40_24957277,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
850,6_21_2015_16_11_40_24957348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
851,6_21_2015_16_11_40_24957361,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF647AFF7FFF7FFD
852,6_21_2015_16_11_40_24957367,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
853,6_21_2015_16_11_40_24957448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
854,6_21_2015_16_11_40_24957461,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF657AFF7FFF7FFD
855,6_21_2015_16_11_40_24957467,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
856,6_21_2015_16_11_40_24957548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
857,6_21_2015_16_11_40_24957562,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF667AFF7FFF7FFD
858,6_21_2015_16_11_40_24957572,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
859,6_21_2015_16_11_40_24957648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
860,6_21_2015_16_11_40_24957663,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF667AFF7FFF7FFD
861,6_21_2015_16_11_40_24957672,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
862,6_21_2015_16_11_40_24957748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
863,6_21_2015_16_11_40_24957764,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF667AFF7FFF7FFD
864,6_21_2015_16_11_40_24957771,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
865,6_21_2015_16_11_40_24957848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
866,6_21_2015_16_11_40_24957864,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF667AFF7FFF7FFD
867,6_21_2015_16_11_40_24957870,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
868,6_21_2015_16_11_40_24957948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
869,6_21_2015_16_11_40_24957965,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF667AFF7FFF7FFD
870,6_21_2015_16_11_40_24957973,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
871,6_21_2015_16_11_40_24958038,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
872,6_21_2015_16_11_40_24958044,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
873,6_21_2015_16_11_40_24958052,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
874,6_21_2015_16_11_40_24958066,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF677AFF7FFF7FFD
875,6_21_2015_16_11_40_24958073,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
876,6_21_2015_16_11_41_24958148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
877,6_21_2015_16_11_41_24958166,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF677AFF7FFF7FFD
878,6_21_2015_16_11_41_24958176,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
879,6_21_2015_16_11_41_24958248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
880,6_21_2015_16_11_41_24958267,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF687AFF7FFF7FFD
881,6_21_2015_16_11_41_24958276,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
882,6_21_2015_16_11_41_24958283,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
883,6_21_2015_16_11_41_24958348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
884,6_21_2015_16_11_41_24958368,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF687AFF7FFF7FFD
885,6_21_2015_16_11_41_24958378,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
886,6_21_2015_16_11_41_24958448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
887,6_21_2015_16_11_41_24958469,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF687AFF7FFF7FFD
888,6_21_2015_16_11_41_24958475,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
889,6_21_2015_16_11_41_24958548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
890,6_21_2015_16_11_41_24958569,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF697AFF7FFF7FFD
891,6_21_2015_16_11_41_24958577,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
892,6_21_2015_16_11_41_24958648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
893,6_21_2015_16_11_41_24958670,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF697AFF7FFF7FFD
894,6_21_2015_16_11_41_24958678,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
895,6_21_2015_16_11_41_24958748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
896,6_21_2015_16_11_41_24958771,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF687AFF7FFF7FFD
897,6_21_2015_16_11_41_24958779,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
898,6_21_2015_16_11_41_24958848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
899,6_21_2015_16_11_41_24958871,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF697AFF7FFF7FFD
900,6_21_2015_16_11_41_24958877,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
901,6_21_2015_16_11_41_24958948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
902,6_21_2015_16_11_41_24958972,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF697AFF7FFF7FFD
903,6_21_2015_16_11_41_24958978,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
904,6_21_2015_16_11_41_24959038,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
905,6_21_2015_16_11_41_24959047,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
906,6_21_2015_16_11_41_24959054,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
907,6_21_2015_16_11_41_24959073,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
908,6_21_2015_16_11_41_24959079,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
909,6_21_2015_16_11_42_24959148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
910,6_21_2015_16_11_42_24959173,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6B7AFF7FFF7FFD
911,6_21_2015_16_11_42_24959179,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
912,6_21_2015_16_11_42_24959248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
913,6_21_2015_16_11_42_24959274,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
914,6_21_2015_16_11_42_24959281,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
915,6_21_2015_16_11_42_24959287,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
916,6_21_2015_16_11_42_24959348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
917,6_21_2015_16_11_42_24959375,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
918,6_21_2015_16_11_42_24959381,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
919,6_21_2015_16_11_42_24959448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
920,6_21_2015_16_11_42_24959476,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
921,6_21_2015_16_11_42_24959484,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
922,6_21_2015_16_11_42_24959548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
923,6_21_2015_16_11_42_24959576,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
924,6_21_2015_16_11_42_24959583,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
925,6_21_2015_16_11_42_24959648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
926,6_21_2015_16_11_42_24959677,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
927,6_21_2015_16_11_42_24959683,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
928,6_21_2015_16_11_42_24959748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
929,6_21_2015_16_11_42_24959778,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
930,6_21_2015_16_11_42_24959785,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
931,6_21_2015_16_11_42_24959848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
932,6_21_2015_16_11_42_24959878,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
933,6_21_2015_16_11_42_24959886,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
934,6_21_2015_16_11_42_24959948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
935,6_21_2015_16_11_42_24959979,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
936,6_21_2015_16_11_42_24959986,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
937,6_21_2015_16_11_42_24960048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
938,6_21_2015_16_11_42_24960107,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6C7AFF7FFF7FFD
939,6_21_2015_16_11_42_24960113,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
940,6_21_2015_16_11_43_24960138,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
941,6_21_2015_16_11_43_24960146,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
942,6_21_2015_16_11_43_24960153,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
943,6_21_2015_16_11_43_24960181,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
944,6_21_2015_16_11_43_24960188,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
945,6_21_2015_16_11_43_24960248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
946,6_21_2015_16_11_43_24960277,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
947,6_21_2015_16_11_43_24960283,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
948,6_21_2015_16_11_43_24960290,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
949,6_21_2015_16_11_43_24960348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
950,6_21_2015_16_11_43_24960382,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6E7AFF7FFF7FFD
951,6_21_2015_16_11_43_24960388,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
952,6_21_2015_16_11_43_24960448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
