# This sample file was logged from an NMEA 2K bus
# containing a Garmin 17X GPS, a Garmin GMI-10, and 
# an Airmar DST800.  Beginning of this log includes
# the power up sequence of the bus.
#
interface = can0, family = 29, type = 3, proto = 1
<0x09f80100> [8] c5 7d 54 19 2f 33 55 d5 
<0x0df01000> [8] 15 f0 95 3d 60 0a d0 29 
<0x19fa0300> [8] 15 d3 6e 00 99 00 64 00 
<0x19fa0400> [8] c0 93 15 fd 0c 33 50 2c 
<0x19fa0400> [8] c1 5b 3d 9c ff 00 00 00 
<0x19fa0400> [8] c2 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] c3 e0 0f ea ff ff ff f2 
<0x19fa0400> [8] c4 12 50 1d f2 66 52 0f 
<0x19fa0400> [8] c5 06 00 00 00 f2 19 96 
<0x19fa0400> [8] c6 1a f2 57 c1 0e 1a 00 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] e0 0e ff ff ff ff ff ff 
<0x09f50323> [8] 38 00 00 ff ff 00 ff ff 
<0x15fd0723> [8] 71 c0 06 6d ff 7f ff ff 
<0x19fa0400> [8] c7 00 00 f2 1f b9 11 c2 
<0x19f51323> [8] e1 04 00 00 00 00 00 00 
<0x19fa0400> [8] c8 9a 0c 0e 50 00 00 00 
<0x19f51323> [8] e2 00 ff ff ff ff ff ff 
<0x19fa0400> [8] c9 f2 0c e8 19 e7 37 40 
<0x19fa0400> [8] ca 10 12 00 00 00 f2 16 
<0x19fa0400> [8] cb 73 32 43 84 ec 0f e1 
<0x19fa0400> [8] cc ff ff ff f2 18 51 0e 
<0x19fa0400> [8] cd 16 22 1f 08 00 00 00 
<0x19fa0400> [8] ce 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] cf 55 0d 02 00 00 00 f2 
<0x19fa0400> [8] d0 0b 22 06 36 cd bc 0e 
<0x19fa0400> [8] d1 0b 00 00 00 f2 1b 21 
<0x19fa0400> [8] d2 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] d3 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] d4 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] d5 f0 ff ff ff ff ff ff 
<0x0df80500> [8] c0 2f 15 95 3d 60 0a d0 
<0x0df80500> [8] c1 29 00 c2 5f 3f cb c9 
<0x0df80500> [8] c2 e5 05 00 5e 1b 3e 64 
<0x0df80500> [8] c3 d6 10 f6 a8 bd 5f 05 
<0x0df80500> [8] c4 00 00 00 00 13 fc 08 
<0x0df80500> [8] c5 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] c6 ff 00 ff ff ff ff ff 
<0x1defff00> [8] e0 3e e5 98 17 00 04 04 
<0x1defff00> [8] e1 e6 9f 2c 41 11 fa 96 
<0x1defff00> [8] e2 41 51 e8 ad 41 51 e8 
<0x1defff00> [8] e3 ad 41 51 e8 ad 41 0a 
<0x1defff00> [8] e4 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] e5 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] e6 3d ee 02 8e 3f de e1 
<0x1defff00> [8] e7 c4 3f 3a c1 f2 3f 00 
<0x1defff00> [8] e8 00 80 3f f6 66 93 3e 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80200> [8] 16 fc 5b 95 02 00 ff ff 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80200> [8] 17 fc 5b 95 02 00 ff ff 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x15fd0723> [8] 72 c0 0a 6d ff 7f ff ff 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80200> [8] 18 fc 5b 95 02 00 ff ff 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x09f80200> [8] 19 fc 5b 95 02 00 ff ff 
<0x09f80100> [8] be 7d 54 19 3a 33 55 d5 
<0x0df01000> [8] 1a f0 95 3d 70 31 d0 29 
<0x19fa0300> [8] 1a d3 6e 00 99 00 64 00 
<0x19fa0400> [8] e0 93 1a fd 0c 33 50 2c 
<0x19fa0400> [8] e1 5b 3d 9c ff 00 00 00 
<0x19fa0400> [8] e2 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] e3 c1 0f f0 ff ff ff f2 
<0x19fa0400> [8] e4 12 50 1d f2 66 5f 0f 
<0x19fa0400> [8] e5 0e 00 00 00 f2 19 96 
<0x19fa0400> [8] e6 1a f2 57 a8 0e 13 00 
<0x19fa0400> [8] e7 00 00 f2 1f b9 11 c2 
<0x19fa0400> [8] e8 9a cf 0d 64 00 00 00 
<0x19fa0400> [8] e9 f2 0c e8 19 e7 37 fe 
<0x19fa0400> [8] ea 0f 18 00 00 00 f2 16 
<0x19fa0400> [8] eb 73 32 43 84 e2 0f e7 
<0x19fa0400> [8] ec ff ff ff f2 18 51 0e 
<0x19fa0400> [8] ed 16 22 10 08 00 00 00 
<0x19fa0400> [8] ee 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] ef 55 0d 0a 00 00 00 f2 
<0x19fa0400> [8] f0 0b 22 06 36 cd ce 0e 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] 00 0e ff ff ff ff ff ff 
<0x09f50323> [8] 39 00 00 ff ff 00 ff ff 
<0x19fa0400> [8] f1 02 00 00 00 f2 1b 21 
<0x15fd0723> [8] 73 c0 0a 6d ff 7f ff ff 
<0x19f51323> [8] 01 04 00 00 00 00 00 00 
<0x19fa0400> [8] f2 33 5c 1f 9c ff 00 00 
<0x19f51323> [8] 02 00 ff ff ff ff ff ff 
<0x19fa0400> [8] f3 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] f4 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] f5 f0 ff ff ff ff ff ff 
<0x0df80500> [8] e0 2f 1a 95 3d 70 31 d0 
<0x0df80500> [8] e1 29 40 db d1 fc c9 c9 
<0x0df80500> [8] e2 e5 05 00 fb a4 e9 66 
<0x0df80500> [8] e3 d6 10 f6 34 e3 5c 05 
<0x0df80500> [8] e4 00 00 00 00 13 fc 08 
<0x0df80500> [8] e5 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] e6 ff 00 ff ff ff ff ff 
<0x1defff00> [8] 00 3e e5 98 17 00 04 04 
<0x1defff00> [8] 01 2a ee 2c 41 7d 7c 95 
<0x1defff00> [8] 02 41 0a b1 ac 41 0a b1 
<0x1defff00> [8] 03 ac 41 0a b1 ac 41 0a 
<0x1defff00> [8] 04 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] 05 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] 06 3d 70 03 8e 3f 06 e8 
<0x1defff00> [8] 07 c4 3f 84 c6 f2 3f 00 
<0x1defff00> [8] 08 00 80 3f f9 9c a2 3e 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80200> [8] 1b fc 5b 95 03 00 ff ff 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80200> [8] 1c fc 5b 95 03 00 ff ff 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x15fd0723> [8] 74 c0 0c 6d ff 7f ff ff 
<0x09f80200> [8] 1d fc 5b 95 03 00 ff ff 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x09f80200> [8] 1e fc 5b 95 03 00 ff ff 
<0x09f80100> [8] b9 7d 54 19 45 33 55 d5 
<0x0df01000> [8] 1f f0 95 3d 80 58 d0 29 
<0x19fa0300> [8] 1f d3 6e 00 99 00 64 00 
<0x19fa0400> [8] 00 93 1f fd 0c 33 50 2c 
<0x19fa0400> [8] 01 5b 3d 9c ff e3 00 00 
<0x19fa0400> [8] 02 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] 03 6c 0f f4 ff ff ff f2 
<0x19fa0400> [8] 04 12 50 1d f2 66 36 0f 
<0x19fa0400> [8] 05 0c 00 00 00 f2 19 96 
<0x19fa0400> [8] 06 1a f2 57 94 0e 09 00 
<0x19fa0400> [8] 07 00 00 f2 1f b9 11 c2 
<0x19fa0400> [8] 08 9a 99 0d 64 00 00 00 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] 20 0e ff ff ff ff ff ff 
<0x19fa0400> [8] 09 f2 0c e8 19 e7 37 f1 
<0x09f50323> [8] 3a 00 00 ff ff 00 ff ff 
<0x15fd0723> [8] 75 c0 0c 6d ff 7f ff ff 
<0x19fa0400> [8] 0a 0f 1c 00 00 00 f2 16 
<0x19f51323> [8] 21 04 00 00 00 00 00 00 
<0x19fa0400> [8] 0b 73 32 43 84 93 0f e8 
<0x19f51323> [8] 22 00 ff ff ff ff ff ff 
<0x19fa0400> [8] 0c ff ff ff f2 18 51 0e 
<0x19fa0400> [8] 0d 16 22 fd 07 00 00 00 
<0x19fa0400> [8] 0e 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] 0f 58 0d ff ff ff ff f2 
<0x19fa0400> [8] 10 0b 22 06 36 cd d7 0e 
<0x19fa0400> [8] 11 ff ff ff ff f2 1b 21 
<0x19fa0400> [8] 12 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] 13 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] 14 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] 15 f0 ff ff ff ff ff ff 
<0x0df80500> [8] 00 2f 1f 95 3d 80 58 d0 
<0x0df80500> [8] 01 29 00 21 ac a2 c9 c9 
<0x0df80500> [8] 02 e5 05 00 4c f4 4c 69 
<0x0df80500> [8] 03 d6 10 f6 ec fa 5a 05 
<0x0df80500> [8] 04 00 00 00 00 13 fc 08 
<0x0df80500> [8] 05 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] 06 ff 00 ff ff ff ff ff 
<0x1defff00> [8] 20 3e e5 98 17 00 04 04 
<0x1defff00> [8] 21 6b 34 2d 41 34 80 94 
<0x1defff00> [8] 22 41 85 e8 ab 41 85 e8 
<0x1defff00> [8] 23 ab 41 85 e8 ab 41 0a 
<0x1defff00> [8] 24 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] 25 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] 26 3d f2 03 8e 3f 2e ee 
<0x1defff00> [8] 27 c4 3f ce cb f2 3f 00 
<0x1defff00> [8] 28 00 80 3f 76 72 aa 3e 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80200> [8] 20 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80200> [8] 21 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x15fd0723> [8] 76 c0 0a 6d ff 7f ff ff 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80200> [8] 22 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x09f80200> [8] 23 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b7 7d 54 19 4f 33 55 d5 
<0x0df01000> [8] 24 f0 95 3d 90 7f d0 29 
<0x19fa0300> [8] 24 d3 6e 00 99 00 64 00 
<0x19fa0400> [8] 20 93 24 fd 0c 33 50 2c 
<0x19fa0400> [8] 21 5b 3d 9c ff e3 00 00 
<0x19fa0400> [8] 22 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] 23 26 0f f8 ff ff ff f2 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] 40 0e ff ff ff ff ff ff 
<0x09f50323> [8] 3b 00 00 ff ff 00 ff ff 
<0x19fa0400> [8] 24 12 50 1d f2 66 39 0f 
<0x15fd0723> [8] 77 c0 0a 6d ff 7f ff ff 
<0x19f51323> [8] 41 04 00 00 00 00 00 00 
<0x19fa0400> [8] 25 09 00 00 00 f2 19 96 
<0x19f51323> [8] 42 00 ff ff ff ff ff ff 
<0x19fa0400> [8] 26 1a f2 57 90 0e f9 ff 
<0x19fa0400> [8] 27 ff ff f2 1f b9 11 c2 
<0x19fa0400> [8] 28 9a 7d 0d 58 00 00 00 
<0x19fa0400> [8] 29 f2 0c e8 19 e7 37 b9 
<0x19fa0400> [8] 2a 0f 15 00 00 00 f2 16 
<0x19fa0400> [8] 2b 73 32 43 84 9c 0f f0 
<0x19fa0400> [8] 2c ff ff ff f2 18 51 0e 
<0x19fa0400> [8] 2d 16 22 e5 07 00 00 00 
<0x19fa0400> [8] 2e 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] 2f 68 0d fa ff ff ff f2 
<0x19fa0400> [8] 30 0b 22 06 36 cd e7 0e 
<0x19fa0400> [8] 31 fa ff ff ff f2 1b 21 
<0x19fa0400> [8] 32 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] 33 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] 34 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] 35 f0 ff ff ff ff ff ff 
<0x0df80500> [8] 20 2f 24 95 3d 90 7f d0 
<0x0df80500> [8] 21 29 00 9d 89 a8 c8 c9 
<0x0df80500> [8] 22 e5 05 80 72 7d 48 6a 
<0x0df80500> [8] 23 d6 10 f6 cd df 59 05 
<0x0df80500> [8] 24 00 00 00 00 13 fc 08 
<0x0df80500> [8] 25 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] 26 ff 00 ff ff ff ff ff 
<0x1defff00> [8] 40 3e e5 98 17 00 04 04 
<0x1defff00> [8] 41 9a 73 2d 41 6c 94 93 
<0x1defff00> [8] 42 41 00 2d ab 41 00 2d 
<0x1defff00> [8] 43 ab 41 00 2d ab 41 0a 
<0x1defff00> [8] 44 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] 45 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] 46 3d 73 04 8e 3f 55 f4 
<0x1defff00> [8] 47 c4 3f 18 d1 f2 3f 00 
<0x1defff00> [8] 48 00 80 3f a6 8b aa 3e 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80200> [8] 25 fc 5b 95 04 00 ff ff 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80200> [8] 26 fc 5b 95 04 00 ff ff 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x15fd0723> [8] 78 c0 0a 6d ff 7f ff ff 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80200> [8] 27 fc 5b 95 04 00 ff ff 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x09f80200> [8] 28 fc 5b 95 04 00 ff ff 
<0x09f80100> [8] b3 7d 54 19 54 33 55 d5 
<0x0df01000> [8] 29 f0 95 3d a0 a6 d0 29 
<0x19fa0300> [8] 29 d3 6e 00 99 00 64 00 
<0x19fa0400> [8] 40 93 29 fd 0c 33 50 2c 
<0x19fa0400> [8] 41 5b 3d 9c ff 00 00 00 
<0x19fa0400> [8] 42 00 f0 0e 5c 2e 93 dd 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] 60 0e ff ff ff ff ff ff 
<0x09f50323> [8] 3c 00 00 ff ff 00 ff ff 
<0x15fd0723> [8] 79 c0 0d 6d ff 7f ff ff 
<0x19fa0400> [8] 43 45 0f f1 ff ff ff f2 
<0x19f51323> [8] 61 04 00 00 00 00 00 00 
<0x19fa0400> [8] 44 12 50 1d f2 66 40 0f 
<0x19f51323> [8] 62 00 ff ff ff ff ff ff 
<0x19fa0400> [8] 45 0a 00 00 00 f2 19 96 
<0x19fa0400> [8] 46 1a f2 57 a4 0e f3 ff 
<0x19fa0400> [8] 47 ff ff f2 1f b9 11 c2 
<0x19fa0400> [8] 48 9a 65 0d 4a 00 00 00 
<0x19fa0400> [8] 49 f2 0c e8 19 e7 37 d1 
<0x19fa0400> [8] 4a 0f 15 00 00 00 f2 16 
<0x19fa0400> [8] 4b 73 32 43 84 99 0f f7 
<0x19fa0400> [8] 4c ff ff ff f2 18 51 0e 
<0x19fa0400> [8] 4d 16 22 b0 07 00 00 00 
<0x19fa0400> [8] 4e 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] 4f 7c 0d 00 00 00 00 f2 
<0x19fa0400> [8] 50 0b 22 06 36 cd f2 0e 
<0x19fa0400> [8] 51 f5 ff ff ff f2 1b 21 
<0x19fa0400> [8] 52 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] 53 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] 54 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] 55 f0 ff ff ff ff ff ff 
<0x0df80500> [8] 40 2f 29 95 3d a0 a6 d0 
<0x0df80500> [8] 41 29 40 dc f5 7a c7 c9 
<0x0df80500> [8] 42 e5 05 80 69 d6 95 6b 
<0x0df80500> [8] 43 d6 10 f6 d4 17 59 05 
<0x0df80500> [8] 44 00 00 00 00 13 fc 08 
<0x0df80500> [8] 45 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] 46 ff 00 ff ff ff ff ff 
<0x1defff00> [8] 60 3e e5 98 17 00 04 04 
<0x1defff00> [8] 61 88 ac 2d 41 f4 b6 92 
<0x1defff00> [8] 62 41 b3 7c aa 41 b3 7c 
<0x1defff00> [8] 63 aa 41 b3 7c aa 41 0a 
<0x1defff00> [8] 64 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] 65 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] 66 3d f5 04 8e 3f 7b fa 
<0x1defff00> [8] 67 c4 3f 60 d6 f2 3f 00 
<0x1defff00> [8] 68 00 80 3f de 93 aa 3e 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80200> [8] 2a fc 5b 95 00 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80200> [8] 2b fc 5b 95 00 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x15fd0723> [8] 7a c0 0d 6d ff 7f ff ff 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80200> [8] 2c fc 5b 95 00 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x09f80200> [8] 2d fc 5b 95 00 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 59 33 55 d5 
<0x0df01000> [8] 2e f0 95 3d b0 cd d0 29 
<0x19fa0300> [8] 2e d3 6e 00 99 00 64 00 
<0x19fa0400> [8] 60 93 2e fd 0c 33 50 2c 
<0x19fa0400> [8] 61 5b 3d 9c ff 00 00 00 
<0x19fa0400> [8] 62 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] 63 5a 0f f9 ff ff ff f2 
<0x19fa0400> [8] 64 12 50 1d f2 66 32 0f 
<0x19fa0400> [8] 65 05 00 00 00 f2 19 96 
<0x19fa0400> [8] 66 1a f2 57 9e 0e ef ff 
<0x19fa0400> [8] 67 ff ff f2 1f b9 11 c2 
<0x19fa0400> [8] 68 9a 46 0d 45 00 00 00 
<0x19fa0400> [8] 69 f2 0c e8 19 e7 37 d2 
<0x19fa0400> [8] 6a 0f 1b 00 00 00 f2 16 
<0x19fa0400> [8] 6b 73 32 43 84 96 0f 00 
<0x19fa0400> [8] 6c 00 00 00 f2 18 51 0e 
<0x19fa0400> [8] 6d 16 22 89 07 00 00 00 
<0x19fa0400> [8] 6e 00 f1 01 d1 06 36 dc 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] 80 0e ff ff ff ff ff ff 
<0x19fa0400> [8] 6f 81 0d 0a 00 00 00 f2 
<0x09f50323> [8] 3d 00 00 ff ff 00 ff ff 
<0x15fd0723> [8] 7b c0 0d 6d ff 7f ff ff 
<0x19fa0400> [8] 70 0b 22 06 36 cd e4 0e 
<0x19f51323> [8] 81 04 00 00 00 00 00 00 
<0x19fa0400> [8] 71 f0 ff ff ff f2 1b 21 
<0x19f51323> [8] 82 00 ff ff ff ff ff ff 
<0x19fa0400> [8] 72 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] 73 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] 74 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] 75 f0 ff ff ff ff ff ff 
<0x0df80500> [8] 60 2f 2e 95 3d b0 cd d0 
<0x0df80500> [8] 61 29 80 1a 4a 7c c7 c9 
<0x0df80500> [8] 62 e5 05 80 b8 d7 53 6d 
<0x0df80500> [8] 63 d6 10 f6 a7 1c 59 05 
<0x0df80500> [8] 64 00 00 00 00 13 fc 08 
<0x0df80500> [8] 65 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] 66 ff 00 ff ff ff ff ff 
<0x1defff00> [8] 80 3e e5 98 17 00 04 04 
<0x1defff00> [8] 81 ec df 2d 41 21 e6 91 
<0x1defff00> [8] 82 41 45 d6 a9 41 45 d6 
<0x1defff00> [8] 83 a9 41 45 d6 a9 41 0a 
<0x1defff00> [8] 84 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] 85 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] 86 3d 76 05 8e 3f a0 00 
<0x1defff00> [8] 87 c5 3f a8 db f2 3f 00 
<0x1defff00> [8] 88 00 80 3f c9 96 aa 3e 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80200> [8] 2f fc 5b 95 03 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80200> [8] 30 fc 5b 95 03 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x15fd0723> [8] 7c c0 0b 6d ff 7f ff ff 
<0x09f80200> [8] 31 fc 5b 95 03 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x09f80200> [8] 32 fc 5b 95 03 00 ff ff 
<0x09f80100> [8] ae 7d 54 19 61 33 55 d5 
<0x0df01000> [8] 33 f0 95 3d c0 f4 d0 29 
<0x19fa0300> [8] 33 d3 6e 00 99 00 64 00 
<0x19fa0400> [8] 80 93 33 fd 0c 33 50 2c 
<0x19fa0400> [8] 81 5b 3d 9c ff 00 00 00 
<0x19fa0400> [8] 82 00 f0 0e 5c 2e 93 dd 
<0x19fa0400> [8] 83 58 0f 0f 00 00 00 f2 
<0x0df50b23> [8] ff ff ff ff ff 00 00 ff 
<0x19f51323> [8] a0 0e ff ff ff ff ff ff 
<0x09f50323> [8] 3e 00 00 ff ff 00 ff ff 
<0x15fd0723> [8] 7d c0 0b 6d ff 7f ff ff 
<0x19fa0400> [8] 84 12 50 1d f2 66 2c 0f 
<0x19f51323> [8] a1 04 00 00 00 00 00 00 
<0x19fa0400> [8] 85 05 00 00 00 f2 19 96 
<0x19f51323> [8] a2 00 ff ff ff ff ff ff 
<0x19fa0400> [8] 86 1a f2 57 9b 0e ef ff 
<0x19fa0400> [8] 87 ff ff f2 1f b9 11 71 
<0x19fa0400> [8] 88 9b 4b 0d 39 00 00 00 
<0x19fa0400> [8] 89 f2 0c e8 19 e7 37 b9 
<0x19fa0400> [8] 8a 0f 1b 00 00 00 f2 16 
<0x19fa0400> [8] 8b 73 32 43 84 66 0f 05 
<0x19fa0400> [8] 8c 00 00 00 f2 18 51 0e 
<0x19fa0400> [8] 8d 16 22 74 07 00 00 00 
<0x19fa0400> [8] 8e 00 f1 01 d1 06 36 dc 
<0x19fa0400> [8] 8f 8a 0d 11 00 00 00 f2 
<0x19fa0400> [8] 90 0b 22 06 36 cd ed 0e 
<0x19fa0400> [8] 91 f1 ff ff ff f2 1b 21 
<0x19fa0400> [8] 92 33 5c 1f 9c ff 00 00 
<0x19fa0400> [8] 93 00 00 f0 20 0b 02 c1 
<0x19fa0400> [8] 94 d6 9c ff 00 00 00 00 
<0x19fa0400> [8] 95 f0 ff ff ff ff ff ff 
<0x0df80500> [8] 80 2f 33 95 3d c0 f4 d0 
<0x0df80500> [8] 81 29 c0 35 54 38 c8 c9 
<0x0df80500> [8] 82 e5 05 80 00 6a 7e 6e 
<0x0df80500> [8] 83 d6 10 f6 3b 05 5a 05 
<0x0df80500> [8] 84 00 00 00 00 13 fc 08 
<0x0df80500> [8] 85 6e 00 bd 00 dd f2 ff 
<0x0df80500> [8] 86 ff 00 ff ff ff ff ff 
<0x1defff00> [8] a0 3e e5 98 17 00 04 04 
<0x1defff00> [8] a1 6c 10 2e 41 68 7f 91 
<0x1defff00> [8] a2 41 80 8a a9 41 80 8a 
<0x1defff00> [8] a3 a9 41 80 8a a9 41 0a 
<0x1defff00> [8] a4 d7 a3 3c cd cc cc 3d 
<0x1defff00> [8] a5 0a d7 a3 3c cd cc cc 
<0x1defff00> [8] a6 3d f7 05 8e 3f c5 06 
<0x1defff00> [8] a7 c5 3f ef e0 f2 3f 00 
<0x1defff00> [8] a8 00 80 3f 23 fa b1 3e 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80200> [8] 34 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80200> [8] 35 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x15fd0723> [8] 7e c0 0b 6d ff 7f ff ff 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80200> [8] 36 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x09f80200> [8] 37 fc 5b 95 01 00 ff ff 
<0x09f80100> [8] b1 7d 54 19 66 33 55 d5 
<0x0df01000> [8] 38 f0 95 3d d0 1b d1 29 
<0x19fa0300> [8] 38 d3 6e 00 99 00 64 00 
<0x19fa0400> [8] a0 93 38 fd 0c 33 50 2c 
<0x19fa0400> [8] a1 5b 3d 9c ff 00 00 00 
